,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
1831,1,16,2,1,1,19,127.6,1,0,1,1,0,19,5,8,5,11.6,5,9,3,11.0,1.74
1019,1,1,3,1,1,19,126.5,1,0,1,0,1,19,8,8,8,13.57625,8,8,8,13.57625,-3.12
1067,1,17,1,1,1,19,113.0,1,0,1,0,1,20,6,7,6,11.714285714285714,6,8,6,12.625,0.79
477,1,1,1,1,1,37,133.0,1,0,1,0,0,18,5,10,4,12.0,5,9,4,12.8,0.79
1291,1,1,2,1,1,1,98.1,1,0,1,0,0,21,7,7,7,12.835714285714284,8,8,8,14.23125,2.02
2602,2,39,1,1,1,38,153.8,0,1,1,1,0,35,7,9,0,0.0,7,8,0,0.0,2.02
835,1,1,2,1,1,19,122.9,1,0,1,0,0,18,7,10,7,13.128,8,13,6,13.193333333333332,-4.06
3469,2,39,1,1,1,36,128.2,0,0,0,0,1,28,5,14,1,12.0,5,5,0,0.0,-3.12
441,1,43,1,0,1,3,100.0,1,0,1,1,0,24,5,10,4,11.5,5,11,5,11.285714285714286,0.79
230,1,17,3,1,1,12,139.8,1,0,1,0,0,18,7,7,7,13.685714285714283,8,8,8,15.3875,0.79
2128,1,39,1,1,1,19,122.8,0,0,1,0,0,26,7,12,6,12.166666666666666,8,8,8,11.675,0.79
2120,1,1,1,1,1,19,148.9,1,0,1,0,1,18,6,6,6,13.666666666666666,6,6,6,13.0,1.74
2450,1,18,1,1,1,37,118.0,1,0,1,0,1,19,8,8,7,11.82,8,8,7,11.82,1.74
2173,1,43,1,0,12,37,112.5,0,0,1,1,0,50,13,13,6,11.333333333333334,11,11,2,13.5,-0.92
3563,1,1,1,1,1,1,141.1,1,0,1,0,0,18,6,6,6,12.833333333333334,6,6,6,13.333333333333334,-3.12
3386,1,17,5,1,1,19,141.0,1,0,1,0,1,19,8,8,7,12.485714285714286,8,8,7,12.485714285714286,-1.7
1630,1,43,1,1,39,38,150.0,1,0,1,0,1,21,7,15,3,13.0,5,12,5,13.285714285714286,1.74
3298,1,51,1,1,1,37,137.8,1,0,1,0,1,20,7,7,7,16.13142857142857,8,9,8,15.52222222222222,2.02
1946,1,42,1,1,1,19,120.0,0,0,1,1,0,27,4,8,0,0.0,5,10,0,0.0,-3.12
1940,1,1,2,1,1,37,137.3,0,0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,0.32
1684,1,1,3,1,1,1,111.7,1,0,1,0,0,19,6,6,6,12.5,6,6,6,12.166666666666666,1.79
2080,1,17,2,1,1,3,144.2,1,0,1,0,0,18,6,6,6,15.166666666666666,6,7,6,14.285714285714286,1.79
3257,1,1,1,1,1,37,131.7,1,0,1,0,0,20,6,6,6,12.166666666666666,6,7,5,13.8,-1.7
2283,4,39,1,0,1,37,143.0,0,0,1,1,0,37,9,13,8,12.0,7,8,7,11.571428571428571,-1.7
2750,1,39,1,1,1,1,111.3,0,0,1,1,0,27,6,7,3,12.0,6,7,2,11.0,0.79
25,1,18,1,0,1,19,134.5,1,0,1,0,0,19,6,6,6,12.666666666666666,6,8,6,14.375,1.79
3195,1,1,3,1,1,1,133.2,1,0,1,0,1,18,5,11,4,14.25,5,7,4,12.5,-1.7
3387,1,7,1,1,40,1,130.0,1,0,1,0,0,22,6,7,6,17.0,6,7,6,16.285714285714285,2.02
2034,2,39,1,0,19,19,151.5,0,1,0,1,0,45,6,7,0,0.0,5,5,0,0.0,-0.92
714,2,39,1,1,1,34,140.0,1,0,1,1,0,33,5,14,1,18.0,5,9,2,13.0,-3.12
1456,1,39,1,1,1,1,100.0,0,1,0,0,0,29,9,9,3,14.333333333333334,7,8,1,14.0,-4.06
1820,1,39,1,1,1,38,140.0,0,0,1,1,0,24,7,11,7,11.294444444444444,8,22,2,12.6,-4.06
1189,1,44,1,1,1,4,140.0,0,0,1,0,0,22,6,9,6,13.333333333333334,6,9,4,11.5,0.79
1151,1,39,1,1,1,38,128.0,1,0,0,1,0,32,7,0,0,0.0,8,0,0,0.0,-0.92
1259,1,17,1,1,1,19,131.9,1,0,1,1,0,19,12,12,12,13.583333333333334,11,12,11,13.583333333333334,3.51
1711,1,1,3,1,1,1,121.3,1,0,1,0,1,19,5,6,5,14.6,5,5,5,13.8,1.74
579,2,39,1,0,1,19,144.3,0,0,1,1,0,41,10,10,10,12.5,7,7,7,12.142857142857142,1.74
2818,1,39,2,1,19,37,117.8,0,0,1,0,0,24,7,10,6,11.416666666666666,8,9,8,11.9625,0.79
177,1,39,1,0,1,19,100.0,1,0,1,0,0,24,6,11,1,10.0,6,6,0,0.0,-3.12
1164,1,17,1,1,1,12,108.7,1,0,1,0,1,18,6,9,5,11.4,6,6,6,11.333333333333334,1.79
3242,1,1,1,1,1,3,119.1,1,0,1,0,0,22,6,13,2,12.0,6,14,1,10.0,-3.12
727,1,42,1,1,6,34,122.0,1,0,1,0,0,34,10,11,10,12.2,10,12,9,12.333333333333334,0.32
3215,1,1,5,1,1,38,125.7,1,0,1,0,1,19,6,8,6,11.0,6,13,3,11.0,-3.12
1120,1,1,3,1,1,1,126.3,1,0,1,0,0,18,6,8,6,14.0,6,9,6,13.333333333333334,3.51
2645,1,1,1,1,1,19,126.9,0,1,1,0,0,24,6,8,6,13.285714285714286,6,13,6,12.875,2.02
2373,1,39,1,0,1,37,129.0,0,0,1,0,0,37,6,13,4,12.0,6,10,3,12.0,-0.92
1970,1,17,1,1,1,1,126.3,0,0,1,1,0,19,7,9,7,12.492857142857144,8,10,8,11.7125,-0.92
178,1,39,1,0,1,1,102.5,0,0,1,0,1,27,6,16,1,10.0,6,13,0,0.0,3.51
3097,1,1,1,1,1,19,126.3,1,0,1,0,0,19,6,6,6,13.166666666666666,6,6,6,12.666666666666666,-4.06
2357,2,39,1,0,1,37,120.7,0,0,1,0,0,39,5,6,5,11.0,5,5,5,13.2,0.32
3545,1,39,1,0,19,37,105.3,0,1,1,0,0,28,5,14,2,10.5,5,6,0,0.0,1.79
2237,1,1,1,1,1,2,104.2,1,0,1,0,0,20,6,6,6,12.166666666666666,6,7,6,12.142857142857142,2.02
2107,1,15,1,1,1,19,140.0,0,0,1,1,0,21,6,7,6,12.333333333333334,6,7,6,13.428571428571429,2.02
1616,1,1,2,1,1,1,115.2,1,0,1,0,1,20,7,8,7,12.725,8,8,8,13.7125,0.79
3136,1,1,1,1,1,1,135.6,1,0,1,1,0,26,0,0,0,0.0,0,0,0,0.0,2.02
520,1,39,1,1,1,38,120.0,0,1,1,0,1,24,7,13,7,11.0,8,13,7,11.7,-1.7
2379,1,17,2,1,1,1,120.9,1,0,1,0,0,18,6,0,0,0.0,6,0,0,0.0,0.79
2692,4,39,1,0,1,37,113.0,0,0,1,0,1,32,6,18,2,10.333333333333334,6,7,6,11.5,-0.92
2654,1,17,4,1,1,1,127.0,1,0,1,0,0,18,7,7,7,14.424285714285714,8,8,8,13.9375,2.02
431,1,18,3,1,1,1,132.2,1,0,1,0,1,18,5,9,4,12.0,5,8,5,13.0,1.74
993,2,39,1,1,1,38,144.0,0,0,1,0,0,29,18,20,18,15.444444444444445,13,13,13,15.307692307692308,-4.06
3397,5,43,1,1,1,1,118.8,0,0,1,0,1,18,8,8,7,11.857142857142858,8,8,7,11.857142857142858,-1.7
3163,1,39,1,1,1,37,115.0,0,0,1,1,0,36,6,8,6,13.571428571428571,6,9,5,13.2,-1.7
3141,1,1,3,1,1,1,129.0,1,0,1,1,0,18,8,8,7,12.365714285714288,8,8,7,12.365714285714288,1.74
1104,1,1,5,1,1,38,125.5,1,0,1,0,1,18,8,8,8,13.76375,8,8,8,13.76375,-3.12
1836,1,17,1,1,1,38,128.0,0,0,0,1,0,20,0,0,0,0.0,0,0,0,0.0,-3.12
1903,1,1,1,1,1,1,128.8,0,0,1,1,0,18,7,7,6,13.391666666666666,8,8,8,12.4875,1.79
1191,1,1,3,1,1,38,128.0,1,0,1,0,1,18,8,11,7,12.90857142857143,8,11,7,12.90857142857143,1.74
1348,2,39,1,0,1,37,150.0,0,0,1,1,0,49,5,6,5,12.2,5,9,5,11.8,-4.06
1384,1,17,1,1,1,3,131.6,1,0,1,1,0,19,7,0,0,0.0,7,0,0,0.0,2.02
1529,1,1,1,1,1,1,111.9,1,0,0,1,0,20,6,14,2,10.5,6,16,0,0.0,1.74
867,1,7,1,0,40,1,120.0,0,0,1,0,0,24,5,5,0,0.0,5,6,0,0.0,1.79
1423,1,1,1,1,1,19,151.9,1,0,1,0,0,21,17,20,17,12.0,17,18,17,12.666666666666666,2.02
1578,1,1,4,1,1,19,116.7,1,0,1,0,0,20,7,7,7,12.485714285714286,8,12,8,12.9375,-0.92
3001,1,1,1,1,1,19,119.7,1,1,1,0,1,19,6,8,6,12.666666666666666,6,7,6,12.666666666666666,3.51
2027,1,39,1,1,19,37,156.4,1,1,1,1,0,44,6,9,5,11.571428571428571,6,11,0,0.0,0.79
3299,1,17,1,1,1,19,136.5,1,0,1,0,1,18,7,7,7,14.838571428571427,8,9,8,14.8,1.79
3293,1,39,1,1,1,1,110.0,0,0,1,1,0,31,6,15,3,14.4,6,20,0,0.0,-0.92
3108,1,17,1,1,1,19,125.6,1,0,1,1,0,19,6,6,0,0.0,6,0,0,0.0,3.51
366,1,1,1,1,1,37,116.5,1,0,1,0,1,19,6,6,6,13.0,6,6,6,14.166666666666666,1.79
77,1,1,4,1,1,3,111.5,1,1,0,0,0,19,7,10,4,11.96,7,7,0,0.0,0.79
1200,1,17,6,1,1,1,120.5,1,0,1,1,0,18,6,6,6,14.0,6,6,6,14.666666666666666,2.02
1395,1,7,1,1,1,34,134.0,0,0,1,1,0,24,5,0,0,0.0,5,0,0,0.0,0.32
2125,1,17,1,1,1,37,122.6,0,0,1,0,0,20,6,8,3,12.333333333333334,6,11,2,10.5,-1.7
194,1,1,1,1,1,37,100.0,0,0,1,0,0,21,5,12,3,12.0,5,12,1,15.0,-0.92
2785,1,53,1,1,42,19,160.0,1,0,1,0,0,20,11,15,11,13.785714285714286,9,9,9,13.88888888888889,3.51
1639,1,1,1,1,1,19,121.5,1,0,1,0,1,20,6,12,0,0.0,6,12,0,0.0,0.32
1921,1,39,1,1,1,1,145.8,0,0,1,1,0,34,6,15,5,13.333333333333334,6,15,5,12.4,1.79
990,1,1,6,1,1,1,124.5,1,0,1,0,0,19,8,9,7,12.04142857142857,8,9,7,12.04142857142857,1.74
323,1,17,2,1,1,1,158.7,0,0,1,0,0,18,6,7,6,14.857142857142858,6,7,6,14.0,2.02
1484,1,51,1,1,19,19,112.1,0,1,0,1,0,38,5,5,0,0.0,5,5,0,0.0,3.51
166,1,1,1,1,1,34,119.1,1,0,1,0,0,18,6,9,4,11.0,6,9,4,10.75,0.32
2344,2,39,1,0,19,37,150.3,0,0,1,0,0,47,5,5,5,14.8,5,5,5,14.4,0.32
1366,1,1,2,1,1,1,121.9,1,0,1,0,0,20,6,6,6,13.5,6,6,0,0.0,-1.7
1729,1,1,1,1,1,5,140.8,0,0,1,0,0,18,8,8,7,15.7,8,8,7,15.7,-1.7
565,4,39,2,1,19,37,116.4,0,1,0,1,0,70,5,5,0,0.0,5,9,0,0.0,1.74
3588,5,7,1,1,40,37,150.0,0,0,1,0,0,29,8,11,7,13.742857142857144,8,11,7,13.742857142857144,-1.7
56,1,17,4,1,1,38,111.7,1,0,1,1,0,18,6,12,3,11.666666666666666,6,12,1,12.0,1.79
220,1,1,2,1,1,3,149.2,1,0,1,0,0,18,6,11,4,12.25,6,10,3,11.666666666666666,-3.12
1448,1,1,4,1,1,4,118.0,1,0,1,0,0,19,6,7,6,14.428571428571429,6,8,6,15.0,-0.92
1609,1,1,1,1,1,19,124.0,1,0,0,0,0,19,0,0,0,0.0,0,0,0,0.0,1.74
2386,1,43,1,0,2,37,112.9,0,0,1,0,0,38,15,16,14,10.928571428571429,14,16,12,11.833333333333334,-3.12
1592,1,17,6,1,1,1,133.2,1,0,1,0,0,18,7,7,7,13.918571428571427,8,9,8,13.8875,2.02
3049,1,17,2,1,1,1,130.4,1,1,1,1,0,18,5,10,1,12.0,5,7,3,10.666666666666666,0.32
2517,1,44,1,1,39,1,130.0,1,0,1,0,0,19,7,11,6,12.0,9,9,8,12.75,-0.92
133,1,17,1,1,1,19,126.0,0,0,1,0,1,19,6,6,6,12.5,6,7,6,13.0,-4.06
2126,1,39,1,1,1,19,100.0,0,0,1,0,0,30,6,6,0,0.0,6,6,0,0.0,2.02
1955,1,43,1,0,1,3,133.9,0,0,0,1,0,26,12,12,8,11.25,8,8,3,11.333333333333334,0.32
1101,1,43,1,1,1,1,130.0,0,0,1,0,1,19,6,11,4,12.0,6,14,3,11.0,1.74
3318,1,39,1,1,1,1,142.3,1,0,1,0,1,26,6,6,6,13.333333333333334,6,10,5,14.5,1.74
15,1,1,1,1,1,19,120.7,1,0,1,0,0,20,6,6,5,13.2,6,7,0,0.0,-4.06
2502,1,1,2,1,1,38,123.9,1,0,1,0,0,18,5,9,4,13.0,5,8,5,13.142857142857142,1.74
1284,2,7,1,1,2,37,100.0,0,0,0,0,0,37,5,5,0,0.0,5,10,0,0.0,1.74
2641,1,1,1,1,1,19,146.2,1,0,1,0,1,20,6,8,6,15.25,6,7,6,14.714285714285714,2.02
1337,2,39,1,1,1,37,150.0,0,0,0,0,0,50,7,18,6,10.25,7,14,4,11.25,-1.7
1738,1,1,6,1,1,37,127.2,1,0,1,0,1,18,7,8,7,13.26,8,8,8,14.28625,-4.06
1201,1,17,1,1,1,1,144.1,1,1,0,1,0,26,6,8,0,0.0,6,10,0,0.0,-0.92
866,1,1,5,1,1,19,116.6,1,0,1,0,0,19,6,9,5,11.6,6,12,5,12.2,0.79
1528,2,39,1,1,1,19,137.0,0,1,1,1,0,30,5,5,0,0.0,5,5,0,0.0,0.32
3369,1,18,1,1,1,38,130.2,0,0,1,0,0,18,1,1,0,0.0,6,0,0,0.0,1.74
934,1,44,1,1,39,37,160.0,0,1,1,0,1,19,6,8,6,13.0,6,11,5,13.0,-4.06
2697,1,7,1,1,43,38,160.0,0,0,1,1,0,36,7,16,1,12.0,7,13,0,0.0,2.02
411,1,17,1,1,1,19,118.7,0,0,1,0,0,18,6,7,5,11.8,6,6,6,12.666666666666666,-0.92
2151,1,1,1,1,1,1,105.1,1,0,1,0,1,20,6,6,6,12.0,6,6,6,11.833333333333334,1.79
3389,1,1,3,1,1,37,131.8,1,0,1,0,0,18,7,7,6,14.716666666666669,7,7,6,14.716666666666669,0.32
1594,2,1,1,1,1,19,130.3,0,0,1,0,0,18,7,7,6,13.683333333333332,7,7,6,13.683333333333332,0.32
286,1,1,1,1,1,3,178.3,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,-4.06
3512,1,1,1,1,1,37,136.8,1,0,1,1,0,20,5,8,5,12.8,5,9,4,13.666666666666666,1.74
400,1,17,1,1,1,1,132.7,0,0,1,0,1,18,6,7,6,12.666666666666666,6,7,5,12.2,1.74
1668,1,43,1,1,1,4,100.0,0,0,1,1,0,18,7,7,7,11.828571428571427,8,10,7,12.9125,0.79
3074,1,1,2,1,1,1,126.2,1,0,1,0,0,18,6,6,6,11.666666666666666,6,6,5,12.2,-1.7
2928,1,1,1,1,1,4,127.8,0,0,1,1,0,18,6,7,6,14.285714285714286,6,9,6,14.857142857142858,2.02
2367,1,43,1,1,1,3,100.0,0,0,1,0,0,18,7,8,7,13.6125,8,8,8,14.575,0.79
595,4,7,1,1,3,37,140.0,0,0,1,1,0,51,7,7,7,15.2,8,8,8,16.575,0.79
2920,2,43,1,1,2,37,140.0,1,0,1,1,0,38,18,18,18,14.5,18,18,18,14.5,-0.92
309,1,17,1,1,1,1,148.4,0,0,1,0,1,19,6,6,6,13.833333333333334,6,7,6,14.428571428571429,-4.06
369,1,1,2,1,1,1,118.9,1,0,1,0,0,20,6,6,6,13.333333333333334,6,10,5,12.8,2.02
3614,1,1,4,1,1,37,133.0,1,0,1,1,1,18,8,8,7,14.314285714285717,8,8,7,14.314285714285717,-1.7
2028,1,43,1,1,1,38,131.7,1,0,1,1,0,20,6,6,4,12.75,9,12,3,12.666666666666666,1.79
2254,1,39,1,1,12,1,110.0,0,0,1,1,1,25,6,8,6,14.142857142857142,6,6,6,13.5,-4.06
3324,1,17,1,1,1,38,146.0,0,1,1,0,1,19,6,6,6,12.666666666666666,6,7,6,13.0,3.51
3170,1,1,2,1,1,38,129.6,1,0,1,1,0,19,6,10,6,11.125,6,7,6,11.857142857142858,0.32
1884,1,39,1,0,1,19,160.0,0,0,1,1,0,40,5,5,5,11.0,5,5,5,13.4,-4.06
3255,1,44,1,1,39,3,150.0,1,0,1,0,0,22,6,9,6,13.0,6,18,3,12.666666666666666,1.79
2670,1,17,6,1,1,1,113.7,1,0,1,0,0,18,5,7,4,11.4,5,5,4,11.25,-3.12
1411,1,1,3,1,1,37,130.5,1,0,1,0,0,19,7,7,6,12.45,7,7,6,12.45,0.32
767,1,1,1,1,1,19,108.0,0,0,1,0,1,19,7,10,6,13.0,7,7,7,13.285714285714286,1.79
2889,1,44,1,1,39,19,140.0,1,0,1,1,0,19,6,8,6,12.714285714285714,6,9,6,13.5,1.79
1514,1,1,6,1,1,1,119.7,1,1,1,1,0,19,7,8,7,13.075,8,11,8,12.36111111111111,1.79
2009,2,39,1,1,3,3,150.0,0,0,1,1,0,32,6,8,6,18.875,12,14,12,17.692307692307693,-0.92
3311,1,1,1,1,1,1,132.2,0,1,1,0,0,19,6,6,6,13.833333333333334,6,8,6,13.875,1.74
807,1,39,1,0,19,19,155.5,1,1,0,1,0,39,5,6,5,10.6,5,7,5,14.666666666666666,1.74
2192,2,39,1,0,1,38,138.7,0,0,1,1,0,43,5,5,5,13.8,5,6,5,13.666666666666666,1.74
3431,1,1,1,1,1,38,139.8,1,0,1,0,0,20,5,6,5,14.8,5,6,5,14.0,-1.7
508,1,1,1,1,1,3,105.0,1,0,1,0,0,20,6,6,6,13.833333333333334,6,6,6,12.5,-1.7
399,1,1,3,1,1,1,100.6,1,0,1,0,1,20,7,9,6,12.766666666666666,8,10,7,12.128571428571428,1.79
3359,2,43,1,0,14,34,100.0,0,0,0,0,0,34,7,13,3,12.0,7,15,1,13.0,-3.12
3017,1,43,1,1,1,1,134.4,0,0,1,1,0,24,6,7,6,15.714285714285714,6,10,6,15.9,-4.06
530,1,1,1,1,1,1,113.5,1,0,1,0,0,20,5,6,4,11.5,5,5,4,10.75,-3.12
2403,1,43,5,1,1,34,150.2,1,0,0,0,0,28,6,9,4,12.75,5,5,0,0.0,-3.12
1873,2,39,1,0,19,37,138.3,0,0,1,1,0,44,5,9,3,11.333333333333334,5,8,5,11.142857142857142,0.79
2155,1,39,1,0,1,37,134.3,0,0,1,1,0,24,5,10,0,0.0,5,7,1,12.0,1.74
745,1,1,2,1,1,19,126.3,1,0,1,0,0,20,5,12,1,10.0,5,5,0,0.0,-1.7
2213,1,1,1,1,1,1,126.3,1,1,1,1,0,21,0,0,0,0.0,0,0,0,0.0,-0.92
382,1,39,1,1,19,3,153.2,1,1,1,0,0,24,5,8,5,10.2,5,6,5,12.2,1.79
3561,1,39,1,1,1,34,104.0,1,0,1,0,0,24,5,10,3,13.0,5,11,3,11.333333333333334,0.32
105,1,17,6,1,1,1,131.7,1,0,1,0,0,19,7,8,5,14.0,7,7,0,0.0,0.79
1576,1,1,4,1,1,1,132.0,1,0,1,0,0,18,7,7,6,13.45,7,7,6,13.45,0.32
3100,1,17,2,1,1,1,119.4,1,0,1,0,0,18,7,10,7,12.142857142857142,7,7,7,13.142857142857142,1.79
227,1,17,1,1,1,12,117.8,1,0,1,0,0,20,5,10,5,13.5,5,8,5,12.333333333333334,0.79
2716,1,1,6,1,1,19,133.3,1,0,1,0,1,17,8,8,8,13.41625,8,8,8,13.41625,-3.12
61,1,17,4,1,1,38,130.8,0,0,1,1,1,22,7,7,7,14.842857142857142,8,9,8,15.055555555555555,-0.92
3405,2,39,1,1,19,37,120.9,1,0,1,0,0,39,7,12,4,12.0,7,13,4,12.5625,2.02
1196,1,18,1,1,1,1,121.5,1,0,1,0,1,19,6,7,6,13.0,6,6,6,14.333333333333334,1.79
1188,1,1,1,1,1,19,134.6,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,1.74
2045,1,1,2,1,1,1,122.3,1,0,1,1,1,20,6,7,6,14.714285714285714,6,6,6,12.5,3.51
2,1,1,5,1,1,37,124.8,1,0,0,1,0,19,6,0,0,0.0,6,0,0,0.0,1.74
1647,1,51,1,1,1,38,118.0,0,0,1,0,0,28,6,8,6,12.857142857142858,6,8,5,12.6,3.51
3511,1,39,1,1,19,38,132.0,0,1,0,1,0,28,5,7,1,11.0,5,9,0,0.0,1.74
2747,1,39,1,1,1,38,120.0,0,0,1,1,0,30,6,10,6,11.375,6,10,5,11.6,0.79
3336,1,1,1,1,1,1,123.0,1,0,1,0,0,19,6,14,6,15.538461538461538,6,9,6,12.625,-4.06
3119,1,1,1,1,1,1,130.1,1,0,1,0,0,18,5,10,4,10.75,5,13,2,10.0,-3.12
3179,1,43,2,1,6,1,119.1,0,0,1,1,0,22,7,7,6,12.733333333333334,7,7,6,12.733333333333334,0.32
1318,1,17,1,1,1,37,140.9,1,0,1,1,0,18,6,10,4,12.0,6,7,5,11.8,-3.12
1910,1,1,1,1,1,1,141.4,0,0,1,1,0,19,6,0,0,0.0,6,0,0,0.0,-4.06
1769,1,1,1,1,1,19,127.9,0,1,0,0,1,20,5,12,2,13.0,5,13,2,11.5,-3.12
2503,2,39,1,1,1,37,120.0,0,0,1,0,0,31,7,21,5,10.9,8,21,3,11.7,-1.7
2763,1,17,1,1,1,1,142.7,0,1,1,0,0,18,6,9,4,11.0,6,12,3,11.333333333333334,0.32
1706,1,17,5,1,1,4,132.0,1,0,1,0,1,17,6,6,6,13.0,6,6,6,12.5,-4.06
560,4,39,1,1,19,37,110.0,0,0,1,1,0,49,12,17,7,12.0,12,19,9,11.22222222222222,-4.06
613,1,51,1,1,39,1,120.0,1,1,0,1,0,22,6,12,3,11.333333333333334,6,13,2,11.0,3.51
1322,1,39,1,1,19,1,120.0,0,1,0,1,0,27,6,11,2,11.5,6,7,0,0.0,3.51
1724,1,7,1,0,3,1,140.0,0,0,1,0,0,30,6,0,0,0.0,6,0,0,0.0,1.74
2134,1,1,5,1,1,38,114.0,1,0,0,0,0,19,5,12,0,0.0,5,8,0,0.0,-3.12
1197,1,1,1,1,1,38,126.8,1,0,1,1,0,18,5,6,4,11.75,5,10,5,12.571428571428571,1.74
2176,1,1,1,1,1,3,109.0,0,0,1,1,1,19,6,7,6,13.142857142857142,6,8,6,14.166666666666666,-4.06
3066,1,17,3,1,1,12,134.8,1,0,1,0,0,18,6,12,0,0.0,6,12,0,0.0,0.32
2417,4,39,1,1,1,37,125.5,1,0,1,0,1,39,6,7,6,14.0,6,7,5,14.8,-1.7
3376,1,17,3,1,1,37,126.0,1,0,1,0,0,19,8,8,7,15.11,8,8,7,15.11,1.74
759,6,39,1,0,1,37,114.8,0,0,1,0,1,41,6,10,5,12.833333333333334,6,6,6,12.333333333333334,0.79
2876,1,1,1,1,1,1,122.3,0,0,1,1,0,19,5,6,5,11.5,5,5,5,11.6,-3.12
2473,1,1,1,1,1,3,118.8,0,0,1,0,0,18,7,7,7,13.677142857142858,8,9,8,14.533333333333331,2.02
939,1,1,1,1,1,37,138.5,0,0,1,0,1,18,5,5,5,14.0,5,6,5,13.6,1.79
3277,1,1,1,1,1,19,109.5,1,0,1,0,0,19,7,10,4,10.5,7,7,2,10.5,-0.92
658,1,1,2,1,1,19,110.0,1,1,0,0,0,18,6,0,0,0.0,6,0,0,0.0,2.02
486,1,39,1,0,3,37,141.0,0,0,1,0,0,29,15,15,11,11.454545454545457,13,16,11,11.545454545454543,1.74
1173,1,18,2,1,1,38,119.0,1,0,1,0,1,19,8,8,7,12.342857142857143,8,8,7,12.342857142857143,1.74
3554,1,1,1,1,1,37,135.9,1,0,1,0,0,18,6,8,5,13.2,6,6,6,11.333333333333334,-3.12
1228,1,53,1,1,42,1,150.0,1,0,1,1,1,22,7,11,5,12.166666666666666,8,14,5,14.8,3.51
2245,1,17,1,0,1,34,136.1,0,0,1,0,0,24,6,7,6,12.833333333333334,6,8,6,12.0,0.32
708,1,1,4,1,1,1,125.2,1,0,1,1,1,18,7,7,7,14.682857142857143,8,9,8,15.055555555555555,1.79
2257,1,7,1,0,40,38,130.0,0,0,1,1,0,38,10,10,10,13.6,10,10,5,13.6,3.51
555,1,1,1,1,1,3,161.9,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,0.79
3025,1,17,1,1,1,1,124.8,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,-1.7
3247,1,1,1,1,1,38,141.4,0,0,1,0,1,19,6,8,6,15.0,6,9,6,14.857142857142858,2.02
3629,1,10,1,1,1,38,152.0,1,0,1,0,0,22,6,8,6,11.666666666666666,6,6,6,13.0,-1.7
2987,1,43,1,1,1,1,126.4,1,0,1,0,1,20,12,12,12,13.25,12,12,11,12.727272727272728,-4.06
1192,1,1,5,1,1,1,113.2,1,0,1,0,0,20,6,12,4,12.0,6,11,1,10.0,1.74
2789,1,1,1,1,1,38,156.5,1,0,1,0,1,18,6,8,6,11.714285714285714,6,6,6,14.666666666666666,-1.7
1996,2,39,2,1,1,37,110.0,0,0,1,1,1,36,5,5,5,11.4,5,7,5,11.6,-3.12
2108,1,17,1,1,1,38,136.6,0,0,1,0,1,18,7,7,7,13.464285714285714,8,9,8,14.788888888888888,1.79
2804,1,17,1,1,1,1,125.8,0,0,0,0,1,18,6,10,6,12.666666666666666,6,6,2,11.5,-1.7
2978,1,1,3,1,1,19,146.5,1,0,1,0,1,20,6,6,6,13.5,6,7,6,12.666666666666666,2.02
2375,4,39,2,0,1,37,115.0,0,0,1,0,1,41,6,8,6,11.333333333333334,6,9,6,11.333333333333334,1.74
3254,1,44,1,1,39,19,140.0,0,0,1,0,0,21,6,12,3,10.666666666666666,6,12,4,12.0,-4.06
539,1,17,4,1,1,1,115.8,1,0,1,0,0,18,6,7,6,12.571428571428571,6,6,6,13.666666666666666,0.79
2901,1,1,1,1,1,1,134.9,1,0,1,1,0,20,6,7,6,13.666666666666666,6,7,6,12.166666666666666,-0.92
2599,1,18,2,1,1,1,123.7,1,1,0,0,0,20,6,11,5,13.2,6,8,4,10.75,1.74
2853,2,39,1,1,1,37,130.1,0,0,0,1,0,37,7,10,5,13.0,7,9,5,12.88,2.02
3019,1,1,1,1,1,19,119.1,0,0,0,1,0,19,5,16,1,12.0,5,6,0,0.0,0.79
2033,1,1,1,1,1,3,127.0,0,0,1,1,0,20,6,6,6,14.333333333333334,6,7,6,15.0,-4.06
3417,1,17,2,1,1,19,110.7,1,0,1,0,0,19,6,9,6,12.166666666666666,6,9,6,11.0,3.51
2131,1,43,1,1,1,19,100.0,0,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,0.79
2242,1,17,2,1,1,38,143.9,0,0,1,0,0,18,5,11,5,11.333333333333334,5,8,5,12.0,0.79
608,1,1,1,1,1,3,128.7,0,0,1,1,0,19,6,7,6,14.428571428571429,6,6,6,12.5,3.51
53,1,1,3,1,1,1,120.1,0,1,1,1,0,19,5,8,5,11.2,5,10,4,10.75,-0.92
1949,1,17,1,1,1,12,128.2,1,0,1,1,0,18,6,7,6,14.0,6,8,6,13.666666666666666,1.79
